em,country,sector,units,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,X2017,X2018,X2019
NH3,eri,1B2_Fugitive-petr,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,eri,1B2b_Fugitive-NG-distr,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,eri,1B2b_Fugitive-NG-prod,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,eri,1B2d_Fugitive-other-energy,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,eri,2A1_Cement-production,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,eri,2A2_Lime-production,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,eri,2Ax_Other-minerals,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,eri,2B_Chemical-industry,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,eri,2B2_Chemicals-Nitric-acid,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,eri,2B3_Chemicals-Adipic-acid,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,eri,2C_Metal-production,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,eri,2D_Chemical-products-manufacture-processing,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,eri,2D_Degreasing-Cleaning,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,eri,2D_Other-product-use,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,eri,2D_Paint-application,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,eri,2H_Pulp-and-paper-food-beverage-wood,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,eri,2L_Other-process-emissions,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,eri,3B_Manure-management,ktNH3,12.9454401,13.0111674,12.3398947,13.2067532,13.2810506,13.3891907,13.4460326,13.4689835,13.78817356,14.12369038,14.47123651,14.82454867
NH3,eri,3D_Rice-Cultivation,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,eri,3D_Soil-emissions,ktNH3,1.970593243,2.003079291,1.649445255,1.9797093,1.929824527,1.92159053,1.929413933,1.928563698,1.974267099,2.022308258,2.072071839,2.122661031
NH3,eri,3E_Enteric-fermentation,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,eri,3I_Agriculture-other,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,eri,5A_Solid-waste-disposal,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,eri,5C_Waste-combustion,ktNH3,0.348045038,0.344002008,0.337082845,0.328518327,0.318591926,0.307499266,0.295231694,0.295231694,0.295231694,0.295231694,0.295231694,0.295231694
NH3,eri,5D_Wastewater-handling,ktNH3,7.8761165,8.03871075,8.206912,8.381744,8.56140775,8.747942,8.943277,9.14863425,9.36544,9.5933355,9.82940175,10.0693845
NH3,eri,5E_Other-waste-handling,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,eri,6A_Other-in-total,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,eri,6B_Other-not-in-total,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,eri,7A_Fossil-fuel-fires,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,eri,7BC_Indirect-N2O-non-agricultural-N,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esh,1A1a_Electricity-autoproducer,ktNH3,0,0,0,0.000263578,0.000423685,0.000424929,0.000643109,0.000512768,0.000556152,0.000570349,0.000570349,0.000570349
NH3,esh,1A1a_Electricity-public,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esh,1A1a_Heat-production,ktNH3,0,0,0,0.003239412,0.003176116,0.002396013,0.002132803,0.002145711,0.001812188,0.001858481,0.001858481,0.001858481
NH3,esh,1A1bc_Other-transformation,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esh,1A2a_Ind-Comb-Iron-steel,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esh,1A2b_Ind-Comb-Non-ferrous-metals,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esh,1A2c_Ind-Comb-Chemicals,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esh,1A2d_Ind-Comb-Pulp-paper,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esh,1A2e_Ind-Comb-Food-tobacco,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esh,1A2f_Ind-Comb-Non-metalic-minerals,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esh,1A2g_Ind-Comb-Construction,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esh,1A2g_Ind-Comb-machinery,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esh,1A2g_Ind-Comb-mining-quarying,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esh,1A2g_Ind-Comb-other,ktNH3,0.00147742,0.001620004,0.00154367,0.00250436,0.002397202,0.001955106,0.001676422,0.001695479,0.001736422,0.001775359,0.001775359,0.001775359
NH3,esh,1A2g_Ind-Comb-textile-leather,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esh,1A2g_Ind-Comb-transpequip,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esh,1A2g_Ind-Comb-wood-products,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esh,1A3b_Road,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esh,1A3c_Rail,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esh,1A3di_Oil_Tanker_Loading,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esh,1A3dii_Domestic-navigation,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esh,1A3eii_Other-transp,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esh,1A4a_Commercial-institutional,ktNH3,2.71E-06,2.77E-06,2.84E-06,2.90E-06,2.96E-06,3.01E-06,3.06E-06,3.10E-06,3.15E-06,3.21E-06,3.21E-06,3.21E-06
NH3,esh,1A4b_Residential,ktNH3,0.002231667,0.002281447,0.002315227,0.002354206,0.002342846,0.00234154,0.002304182,0.002325017,0.002356718,0.002404339,0.002404339,0.002404339
NH3,esh,1A4c_Agriculture-forestry-fishing,ktNH3,3.12E-06,3.24E-06,3.36E-06,3.47E-06,3.57E-06,3.66E-06,3.76E-06,3.86E-06,3.95E-06,4.03E-06,4.03E-06,4.03E-06
NH3,esh,1A5_Other-unspecified,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esh,1B1_Fugitive-solid-fuels,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esh,1B2_Fugitive-petr,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esh,1B2b_Fugitive-NG-distr,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esh,1B2b_Fugitive-NG-prod,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esh,1B2d_Fugitive-other-energy,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esh,2A1_Cement-production,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esh,2A2_Lime-production,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esh,2Ax_Other-minerals,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esh,2B_Chemical-industry,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esh,2B2_Chemicals-Nitric-acid,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esh,2B3_Chemicals-Adipic-acid,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esh,2C_Metal-production,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esh,2D_Chemical-products-manufacture-processing,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esh,2D_Degreasing-Cleaning,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esh,2D_Other-product-use,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esh,2D_Paint-application,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esh,2H_Pulp-and-paper-food-beverage-wood,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esh,2L_Other-process-emissions,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esh,3B_Manure-management,ktNH3,1.01479402,1.01543762,1.015806219,1.02029722,1.024521021,1.025537621,1.025537621,1.026629921,1.047548398,1.068734049,1.09004701,1.111198592
NH3,esh,3D_Rice-Cultivation,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esh,3D_Soil-emissions,ktNH3,0.044041791,0.044124237,0.04418112,0.044536136,0.044860413,0.044995304,0.0449244,0.045015225,0.045932449,0.046861389,0.04779591,0.048723356
NH3,esh,3E_Enteric-fermentation,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esh,3I_Agriculture-other,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esh,5A_Solid-waste-disposal,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esh,5C_Waste-combustion,ktNH3,0.057675671,0.057565699,0.056813826,0.055625949,0.054058687,0.05218047,0.05002966,0.05002966,0.05002966,0.05002966,0.05002966,0.05002966
NH3,esh,5D_Wastewater-handling,ktNH3,0.84554225,0.8714755,0.89611375,0.919429,0.94111325,0.9616915,0.9818095,1.001945,1.0223605,1.04303675,1.06383725,1.08448025
NH3,esh,5E_Other-waste-handling,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esh,6A_Other-in-total,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esh,6B_Other-not-in-total,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esh,7A_Fossil-fuel-fires,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esh,7BC_Indirect-N2O-non-agricultural-N,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esp,1A1a_Electricity-autoproducer,ktNH3,0.025869619,0.028914104,0.026274213,0.031789165,0.033035214,0.020642249,0.021354872,0.026652086,0.023384639,0.028319986,0.028229301,0.028666152
NH3,esp,1A1a_Electricity-public,ktNH3,0.059556798,0.045132819,0.115101309,0.188454826,0.195761214,0.80645689,0.828101883,0.796486972,0.819706467,0.966154722,0.929030537,0.897508867
NH3,esp,1A1a_Heat-production,ktNH3,0.013471566,0.012435129,0.036720709,0.068641593,0.078985258,0.354200266,0.297173826,0.246847591,0.265581903,0.297929225,0.296929258,0.328121622
NH3,esp,1A1bc_Other-transformation,ktNH3,0.045227336,0.060439541,0.043412705,0.037845919,0.034283691,0.034845709,0.034233374,0.014439411,0.013330271,0.014862265,0.014877342,0.014893551
NH3,esp,1A2a_Ind-Comb-Iron-steel,ktNH3,0.006281518,0.005073597,0.005798216,0.004957058,0.004293519,0.001903308,0.002047902,0.002573569,0.002224201,0.00295265,0.002862683,0.002862706
NH3,esp,1A2b_Ind-Comb-Non-ferrous-metals,ktNH3,0.000884555,0.001015169,0.000879957,0.000713607,0.000402207,0.000488165,0.000653393,0.000867233,0.001005921,0.001090229,0.001100892,0.001157343
NH3,esp,1A2c_Ind-Comb-Chemicals,ktNH3,0.009843128,0.007628763,0.005930153,0.007895893,0.00745625,0.006389461,0.005892993,0.005556215,0.004103039,0.005367081,0.005289145,0.005625682
NH3,esp,1A2d_Ind-Comb-Pulp-paper,ktNH3,0.01975714,0.017732695,0.010700863,0.014656842,0.014960465,0.011498547,0.010799583,0.020428341,0.020323481,0.023361099,0.02336103,0.023536915
NH3,esp,1A2e_Ind-Comb-Food-tobacco,ktNH3,0.013977198,0.01075891,0.008561997,0.009633965,0.009438562,0.00928912,0.009291341,0.010076168,0.009722361,0.011279325,0.011282175,0.011570454
NH3,esp,1A2f_Ind-Comb-Non-metalic-minerals,ktNH3,0.052435051,0.046807418,0.039816554,0.045907224,0.03588683,0.02581294,0.026062773,0.034891861,0.035038091,0.039130421,0.039654005,0.039941256
NH3,esp,1A2g_Ind-Comb-Construction,ktNH3,0.001016442,0.00153519,0.001009653,0.001074802,0.00186495,0.001857235,0.001907242,0.002009198,0.001754154,0.001554029,0.00155621,0.001648131
NH3,esp,1A2g_Ind-Comb-machinery,ktNH3,0.002980505,0.002829377,0.002691029,0.002517857,0.001788885,0.003201536,0.001671405,0.001810187,0.001455859,0.001121321,0.001131676,0.001191571
NH3,esp,1A2g_Ind-Comb-mining-quarying,ktNH3,0.000750561,0.000592003,0.000393124,0.00043743,0.000391131,0.000254933,0.00030742,0.000271682,0.000245953,0.000291819,0.000289711,0.000331784
NH3,esp,1A2g_Ind-Comb-other,ktNH3,0.006542815,0.005333632,0.004873036,0.003697565,0.003194907,0.002780167,0.00284605,0.003118589,0.002541335,0.002684764,0.002683458,0.002715025
NH3,esp,1A2g_Ind-Comb-textile-leather,ktNH3,0.001140126,0.001000886,0.000673312,0.000682955,0.000534075,0.000345318,0.000368404,0.000413407,0.000462347,0.000395876,0.000394825,0.00043049
NH3,esp,1A2g_Ind-Comb-transpequip,ktNH3,0.00115607,0.000786182,0.000445686,0.00068184,0.000451273,0.000232847,0.000208447,0.000215044,0.000156865,0.00035446,0.00035274,0.000398784
NH3,esp,1A2g_Ind-Comb-wood-products,ktNH3,0.013411604,0.010703132,0.008578856,0.009844823,0.010002206,0.009688197,0.009784178,0.012086812,0.011372584,0.013009791,0.01301034,0.013052815
NH3,esp,1A3b_Road,ktNH3,4.479155409,4.271742234,3.814749856,3.507735324,3.379273151,2.926237613,2.739807301,2.637015348,2.473483614,2.438792481,2.486517974,2.48342123
NH3,esp,1A3c_Rail,ktNH3,0.036420824,0.032106069,0.030097125,0.025375421,0.030580575,0.004360094,0.00434645,0.004759165,0.004245856,0.004150364,0.004231714,0.004225739
NH3,esp,1A3di_Oil_Tanker_Loading,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esp,1A3dii_Domestic-navigation,ktNH3,0.04967,0.04178,0.0377,0.03186,0.03078,0.02143,0.01407,0.01881,0.03043,0.05437,0.055435683,0.055357418
NH3,esp,1A3eii_Other-transp,ktNH3,3.74E-05,5.96E-05,5.17E-05,2.47E-05,0.003728579,0.00131782,0.001005428,0.00037967,0.000530493,0.000508712,0.000516818,0.000526213
NH3,esp,1A4a_Commercial-institutional,ktNH3,0.14660752,0.151180688,0.149866058,0.165778145,0.159136304,0.179467794,0.153816524,0.15741378,0.182887653,0.174479335,0.176301469,0.183381666
NH3,esp,1A4b_Residential,ktNH3,5.837582562,6.975408421,7.039759483,7.052823,7.167721937,7.200377047,7.27701913,7.211869042,7.224913468,7.246773196,7.242309497,7.419647424
NH3,esp,1A4c_Agriculture-forestry-fishing,ktNH3,0.031663063,0.031648346,0.030183409,0.030844456,0.026672399,0.028128992,0.026543456,0.028040516,0.029454095,0.029486334,0.030037711,0.030029803
NH3,esp,1A5_Other-unspecified,ktNH3,0.011111204,0.015258443,0.020955833,0.012980887,0.008725656,0.010809508,0.009985447,0.006093039,0.002641933,0.003030601,0.002792761,0.00212046
NH3,esp,1B1_Fugitive-solid-fuels,ktNH3,0.055254653,0.038838787,0.048965763,0.052731035,0.047188919,0.039154846,0.036709357,0.0345675,0.034993277,0.037595139,0.037633279,0.03767428
NH3,esp,1B2_Fugitive-petr,ktNH3,0.00010164,4.28E-06,6.40E-06,5.71E-06,7.44E-06,1.63E-05,1.29E-05,9.41E-06,5.89E-06,5.48E-06,5.56E-06,5.65E-06
NH3,esp,1B2b_Fugitive-NG-distr,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esp,1B2b_Fugitive-NG-prod,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esp,1B2d_Fugitive-other-energy,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esp,2A1_Cement-production,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esp,2A2_Lime-production,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esp,2Ax_Other-minerals,ktNH3,16.28887164,13.17915791,13.88668906,14.91191961,15.18744723,14.69285123,15.01599093,18.94999002,17.49437764,19.50493466,19.52472234,19.54599438
NH3,esp,2B_Chemical-industry,ktNH3,10.39480051,13.71418302,12.54296501,11.40332211,11.88455507,11.37329146,11.58064261,15.07082079,13.91318043,15.51216515,15.52790218,15.54481972
NH3,esp,2B2_Chemicals-Nitric-acid,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esp,2B3_Chemicals-Adipic-acid,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esp,2C_Metal-production,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esp,2D_Chemical-products-manufacture-processing,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esp,2D_Degreasing-Cleaning,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esp,2D_Other-product-use,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esp,2D_Paint-application,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esp,2H_Pulp-and-paper-food-beverage-wood,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esp,2L_Other-process-emissions,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esp,3B_Manure-management,ktNH3,206.8325557,200.33946,190.4985671,189.8297376,187.6203445,185.6979198,190.1809638,199.0545436,206.6421121,209.8479411,210.0608311,210.2896908
NH3,esp,3D_Rice-Cultivation,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esp,3D_Soil-emissions,ktNH3,213.6542491,228.1461644,243.2973174,216.8765922,237.1341596,248.5048562,246.907152,251.4664101,251.1551147,251.185331,251.4401576,251.7140998
NH3,esp,3E_Enteric-fermentation,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esp,3I_Agriculture-other,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esp,5A_Solid-waste-disposal,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esp,5C_Waste-combustion,ktNH3,0.000106139,7.60E-05,4.21E-05,4.68E-05,3.45E-05,3.91E-05,4.12E-05,4.24E-05,3.84E-05,3.83E-05,3.83E-05,3.83E-05
NH3,esp,5D_Wastewater-handling,ktNH3,2.645502567,1.470188907,0.535407803,0.448006678,0.222322164,0.257828065,0.278628399,0.285801784,0.258502434,0.258415783,0.258677945,0.258959773
NH3,esp,5E_Other-waste-handling,ktNH3,3.888118181,3.052110775,2.053231178,2.095142922,1.583531889,1.568182682,1.555881264,1.600713736,1.447816001,1.447330692,1.448799004,1.45037746
NH3,esp,6A_Other-in-total,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esp,6B_Other-not-in-total,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esp,7A_Fossil-fuel-fires,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,esp,7BC_Indirect-N2O-non-agricultural-N,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,est,1A1a_Electricity-autoproducer,ktNH3,9.54E-06,7.71E-06,2.44E-05,6.16E-06,6.22E-06,7.33E-06,0,0.000300026,0.000216743,4.72E-05,4.66E-05,4.74E-05
NH3,est,1A1a_Electricity-public,ktNH3,0.104874322,0.108144242,0.118511471,0.100710664,0.104337824,0.139186483,0.155971311,0.12400938,0.162028663,0.21365598,0.210706012,0.214933016
NH3,est,1A1a_Heat-production,ktNH3,0.016074678,0.017755758,0.015665529,0.011497336,0.014280176,0.016998517,0.017753689,0.01812362,0.024069337,0.03243302,0.03242013,0.032242933
NH3,est,1A1bc_Other-transformation,ktNH3,0.000425878,0.000219529,1.92E-05,0.000207195,1.90E-05,8.38E-05,2.28E-05,0.000107139,9.91E-05,0.000119401,0.000119094,0.000118774
NH3,est,1A2a_Ind-Comb-Iron-steel,ktNH3,0,9.37E-08,3.44E-08,1.32E-07,1.10E-07,1.49E-07,8.17E-09,8.76E-09,1.14E-07,1.18E-07,1.21E-07,1.10E-07
NH3,est,1A2b_Ind-Comb-Non-ferrous-metals,ktNH3,9.90E-07,1.43E-06,6.50E-07,2.51E-07,6.03E-07,6.57E-07,4.74E-07,3.94E-07,4.30E-07,4.81E-07,4.92E-07,4.50E-07
NH3,est,1A2c_Ind-Comb-Chemicals,ktNH3,5.08E-05,7.11E-06,4.38E-06,1.95E-06,2.75E-06,1.01E-05,1.38E-06,3.27E-06,2.48E-06,2.93E-06,2.96E-06,2.81E-06
NH3,est,1A2d_Ind-Comb-Pulp-paper,ktNH3,5.99E-05,6.79E-05,4.51E-05,3.27E-05,2.58E-05,2.94E-05,2.24E-05,4.96E-05,9.86E-06,5.21E-05,5.24E-05,5.14E-05
NH3,est,1A2e_Ind-Comb-Food-tobacco,ktNH3,7.56E-05,5.77E-05,3.14E-05,2.17E-05,1.87E-05,2.41E-05,1.72E-05,4.12E-05,3.18E-05,1.95E-05,1.97E-05,1.89E-05
NH3,est,1A2f_Ind-Comb-Non-metalic-minerals,ktNH3,0.001725499,0.000851057,0.000403174,0.000544739,0.00036272,0.000719065,0.000368767,0.000396368,0.000283753,0.000593263,0.000589849,0.000591681
NH3,est,1A2g_Ind-Comb-Construction,ktNH3,3.31E-05,2.56E-05,1.18E-05,6.11E-06,5.68E-06,1.68E-05,7.01E-06,1.67E-05,2.28E-05,2.46E-05,2.45E-05,2.45E-05
NH3,est,1A2g_Ind-Comb-machinery,ktNH3,2.08E-05,1.55E-05,7.59E-06,7.80E-06,5.02E-06,6.76E-06,4.42E-06,9.98E-06,1.10E-05,1.21E-05,1.21E-05,1.19E-05
NH3,est,1A2g_Ind-Comb-mining-quarying,ktNH3,3.44E-06,4.33E-06,1.08E-06,1.02E-06,1.21E-06,1.84E-06,9.39E-07,1.74E-06,2.07E-06,1.96E-06,2.01E-06,1.84E-06
NH3,est,1A2g_Ind-Comb-other,ktNH3,0.000291742,0.000209138,0.000108196,9.33E-05,4.98E-05,2.54E-05,1.95E-05,9.26E-05,5.03E-06,6.41E-06,6.43E-06,6.33E-06
NH3,est,1A2g_Ind-Comb-textile-leather,ktNH3,1.10E-05,4.13E-06,2.29E-06,3.59E-06,3.13E-06,3.79E-06,3.01E-06,6.94E-06,4.92E-06,2.32E-06,2.34E-06,2.26E-06
NH3,est,1A2g_Ind-Comb-transpequip,ktNH3,5.05E-06,4.35E-06,1.39E-06,2.84E-06,2.70E-06,4.53E-06,1.48E-06,3.88E-06,3.74E-06,4.03E-06,4.05E-06,3.97E-06
NH3,est,1A2g_Ind-Comb-wood-products,ktNH3,0.001114988,0.000672241,0.000426741,0.000371265,0.000237287,0.000398747,0.00030545,0.000717255,5.46E-05,8.35E-05,8.36E-05,8.32E-05
NH3,est,1A3b_Road,ktNH3,0.242635,0.218839,0.202111,0.193922,0.181981,0.157177,0.148395,0.148619,0.146214,0.144071,0.142049344,0.144982664
NH3,est,1A3c_Rail,ktNH3,0.001989091,0.002456483,0.003678015,0.00233785,0.001809655,0.001870773,0.001644815,0.001484421,0.001186628,0.001391472,0.001371924,0.001400317
NH3,est,1A3di_Oil_Tanker_Loading,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,est,1A3dii_Domestic-navigation,ktNH3,6.00E-04,0.00024,0.00024,0.00015,0.00012,0.00012,0.00018,0.00018,0.00015,0.00021,0.00020705,0.000211335
NH3,est,1A3eii_Other-transp,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,est,1A4a_Commercial-institutional,ktNH3,0.000543902,0.000444204,0.00045088,0.000538302,0.000444817,0.000517888,0.000517029,0.000525105,0.000474011,0.000533496,0.000533535,0.000525326
NH3,est,1A4b_Residential,ktNH3,0.072696961,0.074827827,0.07973459,0.06459474,0.06307501,0.072190201,0.082031492,0.075765353,0.081575767,0.091101113,0.091146689,0.090983435
NH3,est,1A4c_Agriculture-forestry-fishing,ktNH3,0.000893046,0.000738486,0.000942516,0.000901108,0.000854518,0.001043138,0.001478664,0.00142112,0.001351594,0.00151292,0.001494447,0.001518787
NH3,est,1A5_Other-unspecified,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,est,1B1_Fugitive-solid-fuels,ktNH3,0.007996408,0.004008994,0.005253612,0.0083311,0.010392846,0.007637995,0.008405159,0.003028265,0.002504628,0.002329855,0.002323871,0.002317631
NH3,est,1B2_Fugitive-petr,ktNH3,0.093837592,0.085064706,0.109782388,0.1671625,0.201254654,0.184036005,0.182785441,0.192929735,0.139490372,0.165368145,0.165807742,0.16624734
NH3,est,1B2b_Fugitive-NG-distr,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,est,1B2b_Fugitive-NG-prod,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,est,1B2d_Fugitive-other-energy,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,est,2A1_Cement-production,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,est,2A2_Lime-production,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,est,2Ax_Other-minerals,ktNH3,0.002966782,0.000758416,0.000915873,0.003593466,0.001728344,0.001125117,0.000390033,0.000404787,0.000374296,0.000451115,0.000449956,0.000448748
NH3,est,2B_Chemical-industry,ktNH3,0.351316974,0.184420727,0.210013707,0.229173762,0.230768833,0.313009513,0.222626188,0.477565134,0.441592379,0.532222996,0.530855913,0.529430543
NH3,est,2B2_Chemicals-Nitric-acid,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,est,2B3_Chemicals-Adipic-acid,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,est,2C_Metal-production,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,est,2D_Chemical-products-manufacture-processing,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,est,2D_Degreasing-Cleaning,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,est,2D_Other-product-use,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,est,2D_Paint-application,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,est,2H_Pulp-and-paper-food-beverage-wood,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,est,2L_Other-process-emissions,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,est,3B_Manure-management,ktNH3,4.241977,4.344858,4.549876,4.615617,4.755141,4.800698,4.98554,4.735793,4.519311,4.598571,4.586758978,4.574443342
NH3,est,3D_Rice-Cultivation,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,est,3D_Soil-emissions,ktNH3,6.722470079,7.357974382,5.949427676,6.30558625,6.814597344,7.326560467,7.506587208,8.167787979,8.146294423,8.12545426,8.104582984,8.082821847
NH3,est,3E_Enteric-fermentation,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,est,3I_Agriculture-other,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,est,5A_Solid-waste-disposal,ktNH3,0,0,0,0,0,0,0,0,0,0,0,0
NH3,est,5C_Waste-combustion,ktNH3,0.001502738,0.001562372,0.001722933,0.001629793,0.000276665,0.000274903,0.000281255,0.000290861,0.000433914,0.00044253,0.00044253,0.00044253
